"BUXTON (ASHWOOD DALE SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SK072728,Long,-1.893546,Lat,53.252165,,,,,,,
Station no,2679/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.84,6.20,2.59,4.48,-999.00,8.06,3.69,,4.13,7.65,,
February,4.64,2.77,2.22,4.61,2.53,1.30,3.54,,0.68,3.18,,
March,6.89,3.00,2.88,3.42,3.41,2.36,4.34,,2.46,2.61,,
April,3.64,4.19,4.25,1.08,2.65,2.37,0.58,,4.21,2.90,,
May,2.64,3.07,2.41,3.51,5.78,1.35,2.49,,0.73,2.32,,
June,2.09,3.36,3.88,3.64,3.65,3.49,2.20,,1.58,2.69,,
July,2.71,2.56,5.31,6.32,1.11,6.14,5.43,,1.36,6.91,,
August,5.63,2.73,4.81,6.13,0.88,10.42,6.48,,0.91,4.55,,
September,3.59,4.13,3.30,6.07,2.79,4.24,9.77,,0.19,5.13,,
October,1.20,5.99,2.44,8.17,3.80,3.22,4.47,,4.18,7.03,,
November,11.30,3.56,3.30,7.71,2.92,1.86,2.40,,6.22,6.58,,
December,7.80,4.40,2.38,8.23,5.48,6.37,6.44,,8.62,5.46,,
Total,56.97,45.96,39.77,63.37,38.32,51.18,51.83,,35.27,57.01,,
Calc annual,56.97,45.96,39.77,63.37,35.00,51.18,51.83,0.00,35.27,57.01,,
Difference,0.00,0.00,0.00,-0.00,3.32,0.00,0.00,NaN,0.00,-0.00,,
