"MONTGOMERY  (TRE LLYDIART)",,,,,,,,,,,,
Grid ref,SO229969,Long,-3.138858,Lat,52.564445,,,,,,,
Station no,4249/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.80,,,,,,,,,,,
February,3.02,,,,,,,,,,,
March,3.96,,,,,,,,,,,
April,2.10,,,,,,,,,,,
May,3.33,,,,,,,,,,,
June,0.53,,,,,,,,,,,
July,1.50,,,,,,,,,,,
August,3.03,,,,,,,,,,,
September,2.34,,,,,,,,,,,
October,0.85,,,,,,,,,,,
November,6.51,,,,,,,,,,,
December,2.27,,,,,,,,,,,
Total,32.24,,,,,,,,,,,
Calc annual,32.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
