"BUCKLAND MONACHORUM",,,,,,,,,,,,
Grid ref,SX480681,Long,-4.144297,Lat,50.492935,,,,,,,
Station no,1642/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,5.32,5.97,7.88,4.22,,
February,,,,,,,7.73,5.38,0.30,4.38,,
March,,,,,,,6.32,1.98,6.27,2.87,,
April,,,,,,,0.24,1.30,5.29,,,
May,,,,,,,3.08,5.19,1.07,,,
June,,,,,,,2.27,4.89,1.87,,,
July,,,,,,,4.84,4.59,1.97,,,
August,,,,,,,4.18,7.48,2.02,,,
September,,,,,,,5.33,6.83,0.17,,,
October,,,,,,,3.84,5.31,5.50,,,
November,,,,,,,2.72,3.43,10.27,,,
December,,,,,,,4.46,6.40,11.07,,,
Total,,,,,,,50.33,58.75,53.68,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,50.33,58.75,53.68,11.47,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,,
