"BENTLEY COLLIERY",,,,,,,,,,,,
Grid ref,SE571073,Long,-1.139471,Lat,53.559223,,,,,,,
Station no,3172,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.60,1.81,0.37,1.27,1.62,3.41,1.06,2.26,2.18,4.58,,
February,2.44,0.40,1.54,1.92,1.83,1.35,1.56,3.80,0.05,1.89,,
March,2.33,1.89,0.56,1.55,2.48,0.75,1.09,1.80,0.78,1.36,,
April,0.63,0.71,1.87,0.24,0.69,2.07,0.13,0.24,2.82,0.55,,
May,4.26,1.40,1.50,3.29,2.52,0.30,1.08,1.95,0.43,0.83,,
June,0.79,1.56,1.09,1.51,2.73,4.63,2.39,4.38,1.22,0.46,,
July,1.78,1.85,2.35,1.29,0.76,3.84,3.78,4.27,0.95,2.33,,
August,4.24,0.94,2.30,5.53,0.72,5.36,5.92,2.55,0.33,4.16,,
September,1.15,1.90,1.46,1.41,0.74,1.82,3.26,1.50,0.00,3.18,,
October,1.34,2.75,1.59,2.72,1.70,1.12,1.18,1.32,1.54,5.75,,
November,4.99,1.53,1.32,4.22,1.86,0.68,2.40,0.82,2.84,3.24,,
December,1.61,1.45,1.02,2.46,2.35,2.02,1.97,3.17,2.74,2.06,,
Total,27.16,18.19,16.97,27.41,20.00,27.35,25.82,28.06,15.88,30.39,,
Calc annual,27.16,18.19,16.97,27.41,20.00,27.35,25.82,28.06,15.88,30.39,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
