"ALDERSHOT (GAS WORKS)",,,,,,,,,,,,
Grid ref,SU880501,Long,-0.740689,Lat,51.243299,,,,,,,
Station no,751/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,,,,,,,,,,,
February,6.74,,,,,,,,,,,
March,5.56,,,,,,,,,,,
April,3.72,,,,,,,,,,,
May,2.87,,,,,,,,,,,
June,0.58,,,,,,,,,,,
July,2.77,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,8.79,,,,,,,,,,,
December,3.07,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,37.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
