"ESKDALEMUIR OBSERVATORY",,,,,,,,,,,,
Grid ref,NT235026,Long,-3.206799,Lat,55.311514,,,,,,,
Station no,5041,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.87,7.61,2.52,5.55,5.81,4.43,10.21,6.45,4.01,7.12,,
February,4.61,1.23,2.04,4.33,3.41,2.11,5.32,5.03,2.05,7.93,,
March,5.30,3.91,0.91,4.44,3.42,2.58,5.30,1.94,4.14,2.23,,
April,5.40,3.67,4.40,1.40,2.51,1.05,2.91,2.49,4.60,5.78,,
May,2.19,2.81,2.90,7.03,4.10,3.87,2.19,4.34,3.02,3.18,,
June,2.44,4.35,5.50,6.21,3.07,3.62,1.67,3.73,3.93,3.85,,
July,4.68,3.63,9.56,5.30,2.56,6.83,4.93,6.69,5.33,4.41,,
August,7.15,4.49,4.90,5.84,1.54,8.88,6.63,6.05,0.97,5.85,,
September,6.90,2.35,5.74,8.77,4.65,4.79,4.27,6.11,1.81,3.67,,
October,0.46,5.07,3.55,12.48,3.11,5.14,7.74,4.69,6.34,2.97,,
November,10.31,3.96,8.73,10.75,1.90,2.81,2.35,2.13,10.17,7.96,,
December,9.43,5.24,4.38,8.61,8.07,8.61,6.22,5.39,9.21,6.55,,
Total,66.74,48.32,55.13,80.71,44.15,54.72,59.74,55.04,55.58,61.50,,
Calc annual,66.74,48.32,55.13,80.71,44.15,54.72,59.74,55.04,55.58,61.50,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
