"LOCH NA GOBHLAIG NEW SITE",,,,,,,,,,,,
Grid ref,NH260297,Long,-4.891569,Lat,57.324552,,,,,,,
Station no,5713/66,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,-999.00,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,-999.00,,
June,,,,,,,,,,2.65,,
July,,,,,,,,,,1.84,,
August,,,,,,,,,,5.60,,
September,,,,,,,,,,3.30,,
October,,,,,,,,,,3.30,,
November,,,,,,,,,,3.50,,
December,,,,,,,,,,7.32,,
Total,,,,,,,,,,-999.00,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1026.51,,
