"BINGLEY (SUNNYDALE RESERVOIR)",,,,,,,,,,,,
Grid ref,SE099432,Long,-1.850874,Lat,53.884896,,,,,,,
Station no,3298,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,4.16,0.56,3.11,1.76,4.92,2.60,2.75,2.50,3.50,,
February,3.39,0.76,1.70,2.90,2.45,1.56,3.06,5.45,0.30,2.50,,
March,3.63,1.51,1.04,2.45,2.62,1.39,2.32,1.87,1.20,2.00,,
April,1.58,1.86,2.40,0.68,0.93,2.94,0.33,0.95,3.15,1.20,,
May,4.01,1.65,1.75,3.25,2.60,0.93,1.34,4.35,0.80,2.25,,
June,1.05,1.69,2.62,1.80,1.87,2.01,1.78,4.50,1.95,0.80,,
July,2.32,1.22,3.58,2.30,0.85,4.83,2.93,3.50,1.60,4.90,,
August,4.46,4.01,2.98,6.80,1.20,6.50,5.82,3.50,0.60,3.70,,
September,2.10,3.38,3.06,2.04,1.95,4.02,4.54,3.45,0.10,3.30,,
October,1.31,3.69,2.19,4.35,2.62,1.68,3.60,2.95,3.60,4.90,,
November,7.13,1.71,3.59,6.09,2.66,0.86,2.32,0.75,4.50,6.90,,
December,5.50,2.95,1.60,3.30,4.85,4.08,4.25,4.50,5.20,3.95,,
Total,38.82,28.59,27.07,39.07,26.36,35.72,34.89,38.52,25.50,39.90,,
Calc annual,38.82,28.59,27.07,39.07,26.36,35.72,34.89,38.52,25.50,39.90,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
