"FINTRY (POLICE STATION)",,,,,,,,,,,,
Grid ref,NS616867,Long,-4.223866,Lat,56.053084,,,,,,,
Station no,5375,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.62,7.26,3.17,6.32,3.96,4.83,8.77,8.03,2.79,5.73,,
February,5.12,1.61,2.13,5.83,3.59,1.59,4.59,2.64,2.71,6.28,,
March,4.64,4.95,3.58,5.42,1.85,3.49,6.20,1.49,4.57,3.05,,
April,5.60,3.58,2.92,2.76,3.43,1.33,2.27,2.89,4.68,5.53,,
May,1.87,1.34,2.91,5.58,5.39,3.31,2.46,4.89,1.02,4.00,,
June,4.46,4.04,2.18,3.69,2.60,4.11,2.10,3.33,3.25,2.93,,
July,4.36,2.88,6.43,3.23,1.80,6.07,4.61,4.60,6.80,4.60,,
August,5.76,5.13,4.30,4.07,1.26,5.46,4.87,5.45,1.52,3.47,,
September,5.15,4.03,4.86,8.67,5.08,6.74,3.66,5.40,1.12,3.24,,
October,1.10,6.51,4.41,11.22,4.58,5.33,6.60,5.81,6.40,4.61,,
November,8.59,2.55,8.95,8.98,2.69,1.25,2.63,2.12,9.56,8.67,,
December,11.92,6.70,7.16,7.06,10.47,8.24,8.34,7.44,10.74,8.25,,
Total,66.19,50.58,53.00,72.83,46.70,51.75,57.10,54.09,55.16,60.36,,
Calc annual,66.19,50.58,53.00,72.83,46.70,51.75,57.10,54.09,55.16,60.36,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
