"BARKBY HALL",,,,,,,,,,,,
Grid ref,SK637098,Long,-1.059176,Lat,52.682160,,,,,,,
Station no,2508,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.22,2.11,0.65,1.22,2.21,3.34,1.19,2.34,2.49,5.63,,
February,2.74,0.66,1.26,2.11,1.85,0.51,2.42,2.89,0.04,1.47,,
March,3.29,1.91,1.59,1.82,2.63,1.17,2.08,1.60,1.68,1.53,,
April,2.21,1.78,1.96,0.44,0.98,1.07,0.14,0.62,1.96,0.62,,
May,3.03,2.60,1.50,2.43,4.70,0.80,1.38,1.89,0.40,0.86,,
June,1.34,2.28,2.93,2.48,3.03,3.19,1.71,4.54,0.88,2.44,,
July,1.15,0.35,1.93,2.12,2.08,3.38,3.81,3.89,1.44,3.16,,
August,4.16,2.77,2.29,4.42,0.53,4.38,2.47,2.48,0.80,3.23,,
September,1.08,1.44,1.60,1.99,1.22,1.45,5.01,1.79,0.16,3.77,,
October,0.58,2.69,2.66,2.86,1.54,1.48,1.01,1.75,2.03,4.96,,
November,4.65,1.97,1.38,4.63,0.94,0.71,1.83,1.40,2.09,2.68,,
December,1.56,2.19,0.77,2.29,1.37,1.95,1.96,2.10,2.94,3.93,,
Total,28.01,22.75,20.52,28.81,23.08,23.43,25.01,27.29,16.91,34.28,,
Calc annual,28.01,22.75,20.52,28.81,23.08,23.43,25.01,27.29,16.91,34.28,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
