"CLAYTON PUMPING STATION",,,,,,,,,,,,
Grid ref,TQ305137,Long,-0.145247,Lat,50.908028,,,,,,,
Station no,492/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,3.95,5.56,4.05,3.87,,
February,,,,,,,5.98,2.44,0.04,3.67,,
March,,,,,,,1.98,2.56,2.06,2.55,,
April,,,,,,,0.21,0.89,2.67,1.20,,
May,,,,,,,1.30,3.21,0.70,1.68,,
June,,,,,,,1.60,4.12,1.46,2.16,,
July,,,,,,,5.31,1.99,2.84,5.34,,
August,,,,,,,3.79,5.26,1.40,6.47,,
September,,,,,,,4.39,5.41,0.12,4.65,,
October,,,,,,,2.58,3.86,3.82,8.91,,
November,,,,,,,3.61,3.05,4.34,9.55,,
December,,,,,,,2.76,5.74,10.17,5.39,,
Total,,,,,,,37.46,44.09,33.67,55.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,37.46,44.09,33.67,55.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
