"BOLTBY, EAST",,,,,,,,,,,,
Grid ref,SE491866,Long,-1.247529,Lat,54.272701,,,,,,,
Station no,3434,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.38,2.36,0.98,1.78,1.25,4.70,1.61,3.21,2.44,4.12,,
February,3.35,0.81,1.51,2.98,2.50,2.35,2.80,4.02,0.66,2.81,,
March,3.21,2.11,0.10,1.96,2.17,0.65,1.62,3.05,1.17,1.47,,
April,1.47,1.61,2.91,0.26,1.86,1.64,0.83,1.32,3.05,0.99,,
May,4.87,1.92,2.50,3.31,2.50,0.67,1.31,3.61,0.64,1.20,,
June,1.32,2.48,3.91,3.42,3.17,4.38,1.98,3.29,1.87,0.67,,
July,2.72,1.76,3.76,3.20,1.32,5.19,4.71,3.45,1.48,6.45,,
August,6.17,2.56,4.60,6.47,0.86,8.30,5.86,5.24,0.32,3.15,,
September,2.48,4.53,1.88,2.25,1.41,2.44,3.72,3.52,0.30,3.23,,
October,1.67,4.33,2.13,5.83,1.87,1.74,2.27,2.00,1.98,7.95,,
November,6.78,2.50,2.50,5.61,2.15,1.64,1.83,1.10,5.15,4.54,,
December,2.52,1.90,1.25,2.86,2.76,2.78,2.29,3.42,4.98,3.68,,
Total,38.94,28.87,28.03,39.93,23.82,36.48,30.83,37.23,24.04,40.26,,
Calc annual,38.94,28.87,28.03,39.93,23.82,36.48,30.83,37.23,24.04,40.26,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
