"LARGS (MOORBURN NURSERY)",,,,,,,,,,,,
Grid ref,NS204599,Long,-4.866757,Lat,55.798910,,,,,,,
Station no,5215/7/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.40,,
February,,,,,,,,,,4.44,,
March,,,,,,,,,,2.50,,
April,,,,,,,,,,4.82,,
May,,,,,,,,,1.63,2.81,,
June,,,,,,,,,3.35,3.01,,
July,,,,,,,,,5.62,4.19,,
August,,,,,,,,,1.38,3.46,,
September,,,,,,,,,1.70,4.06,,
October,,,,,,,,,5.21,3.81,,
November,,,,,,,,,5.96,7.94,,
December,,,,,,,,,10.11,6.69,,
Total,,,,,,,,,,51.13,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.96,51.13,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
