"KELHAM (SUGAR FACTORY)",,,,,,,,,,,,
Grid ref,SK792552,Long,-0.818909,Lat,53.088150,,,,,,,
Station no,2593/5/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.20,1.31,0.66,0.81,,4.01,0.92,,,4.35,,
February,2.63,0.53,1.34,2.29,,0.66,2.36,,,1.87,,
March,2.99,2.42,0.60,1.93,,0.64,1.79,,,1.51,,
April,1.04,1.09,2.03,0.09,,1.52,0.25,,,0.75,,
May,2.58,1.65,2.01,3.13,,0.60,1.09,,,0.77,,
June,0.74,1.97,2.56,3.19,,3.84,1.58,,,1.43,,
July,0.90,0.29,1.45,1.82,,3.02,3.23,,,4.03,,
August,4.85,1.42,2.09,3.82,,4.69,2.83,,,3.86,,
September,1.07,1.60,0.89,1.97,,1.98,4.13,,,3.48,,
October,1.11,2.48,2.23,2.78,,1.05,0.83,,,4.14,,
November,4.10,1.31,1.46,4.21,,0.74,1.95,,,2.96,,
December,1.15,1.67,0.89,2.04,,1.32,1.36,,,2.99,,
Total,25.36,17.74,18.21,28.08,,24.07,22.32,,,32.14,,
Calc annual,25.36,17.74,18.21,28.08,0.00,24.07,22.32,0.00,0.00,32.14,,
Difference,0.00,-0.00,0.00,0.00,NaN,0.00,0.00,NaN,NaN,0.00,,
