"MARKET WEIGHTON (COUNTY SEC. SCH)",,,,,,,,,,,,
Grid ref,SE885422,Long,-0.655602,Lat,53.868474,,,,,,,
Station no,3399/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.52,,
February,,,,,,,,,,1.59,,
March,,,,,,,,,,1.00,,
April,,,,,,,,,,0.94,,
May,,,,,,,,,,1.16,,
June,,,,,,,,,,0.72,,
July,,,,,,,,,,4.22,,
August,,,,,,,,,,2.73,,
September,,,,,,,,,,1.95,,
October,,,,,,,,,,7.81,,
November,,,,,,,,,,2.95,,
December,,,,,,,,,,2.67,,
Total,,,,,,,,,,32.26,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
