"DRUMBEG",,,,,,,,,,,,
Grid ref,NC122327,Long,-5.201195,Lat,58.242828,,,,,,,
Station no,5804/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.96,,,,,,,,,,,
February,3.10,,,,,,,,,,,
March,3.15,,,,,,,,,,,
April,5.06,,,,,,,,,,,
May,0.68,,,,,,,,,,,
June,2.48,,,,,,,,,,,
July,3.47,,,,,,,,,,,
August,2.94,,,,,,,,,,,
September,2.75,,,,,,,,,,,
October,4.32,,,,,,,,,,,
November,5.17,,,,,,,,,,,
December,8.10,,,,,,,,,,,
Total,45.18,,,,,,,,,,,
Calc annual,45.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
