"READING (CAVERSHAM LOCK)",,,,,,,,,,,,
Grid ref,SU720740,Long,-0.965033,Lat,51.460406,,,,,,,
Station no,804,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.61,1.77,0.81,1.20,2.55,3.22,1.45,2.68,2.58,2.21,,
February,4.32,0.69,1.43,2.28,1.29,0.20,2.98,3.02,0.24,2.10,,
March,3.64,1.99,0.34,2.00,0.90,0.51,1.41,1.31,2.45,1.25,,
April,2.92,1.13,2.03,0.24,0.31,1.58,0.24,1.17,2.14,0.45,,
May,2.50,3.44,1.67,3.61,4.27,0.17,1.31,1.38,0.28,1.63,,
June,1.25,1.41,1.38,3.60,2.02,2.07,2.03,4.14,1.32,1.01,,
July,0.84,0.36,3.44,2.28,0.21,2.13,3.98,2.28,1.98,3.06,,
August,4.02,2.41,1.79,2.81,0.56,4.48,2.48,3.57,1.26,3.94,,
September,2.76,2.55,2.06,1.47,1.93,2.50,2.66,3.74,0.02,3.42,,
October,0.71,3.59,2.88,1.77,2.57,1.56,2.09,2.58,2.61,6.73,,
November,6.52,2.90,1.01,4.52,1.76,0.72,2.26,2.51,1.96,3.70,,
December,1.67,2.47,0.53,2.46,2.34,3.54,2.23,2.86,3.80,3.32,,
Total,33.76,24.71,19.37,28.24,20.71,22.68,25.12,31.24,20.64,32.82,,
Calc annual,33.76,24.71,19.37,28.24,20.71,22.68,25.12,31.24,20.64,32.82,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
