"ROCHDALE (HAMER PASTURE RESERVOIR)",,,,,,,,,,,,
Grid ref,SD897161,Long,-2.157267,Lat,53.641310,,,,,,,
Station no,2893,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.46,6.79,1.66,5.32,3.03,5.86,5.34,5.26,4.29,6.48,,
February,3.29,1.72,3.14,4.32,2.82,1.70,3.05,7.07,0.70,3.39,,
March,5.40,2.88,2.50,3.58,2.23,1.94,4.99,2.52,2.35,1.28,,
April,2.96,4.18,3.49,0.92,2.78,3.36,0.58,1.68,4.27,3.27,,
May,2.14,1.89,2.55,3.30,4.69,2.07,1.76,4.84,1.46,2.01,,
June,1.07,4.41,2.93,3.79,3.36,3.75,2.46,5.63,2.91,2.02,,
July,3.74,2.96,7.10,7.08,1.65,7.39,5.21,4.17,3.72,8.53,,
August,5.29,5.41,6.17,6.86,1.09,12.91,6.95,4.77,0.58,5.28,,
September,3.61,4.24,4.64,6.81,3.60,4.26,6.24,5.41,0.36,3.10,,
October,1.73,5.93,2.58,9.57,3.20,3.84,8.71,5.60,5.66,4.89,,
November,9.98,3.29,6.06,6.99,2.42,2.26,2.68,2.56,4.55,9.04,,
December,10.05,5.27,2.44,8.54,6.87,5.09,5.91,4.69,9.14,5.44,,
Total,54.72,48.97,45.26,67.08,37.74,54.43,53.88,54.20,39.99,54.73,,
Calc annual,54.72,48.97,45.26,67.08,37.74,54.43,53.88,54.20,39.99,54.73,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
