"NOTTINGHAM (WOODTHORPE)",,,,,,,,,,,,
Grid ref,SK580440,Long,-1.137413,Lat,52.990203,,,,,,,
Station no,2611/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.26,2.08,0.96,1.56,2.33,3.55,1.61,2.91,3.42,4.82,,
February,3.08,0.44,1.68,2.35,1.97,0.64,2.29,3.58,0.18,2.07,,
March,3.52,2.41,0.95,2.12,2.53,0.70,2.61,1.54,1.38,1.49,,
April,1.84,1.82,2.08,0.25,1.32,1.34,0.26,0.96,2.78,1.09,,
May,2.99,2.39,1.96,2.79,3.61,0.64,1.03,2.30,0.58,1.14,,
June,2.00,3.28,3.27,3.89,3.59,3.34,1.82,4.29,0.95,1.50,,
July,0.62,0.55,1.88,1.82,0.90,3.43,2.82,3.81,1.98,3.18,,
August,5.63,2.36,1.72,6.08,0.37,6.47,3.46,2.58,0.54,4.20,,
September,1.22,1.52,1.17,2.82,0.73,1.96,5.72,2.04,0.17,4.05,,
October,0.86,3.01,2.30,3.50,1.55,1.17,1.18,2.12,2.02,5.04,,
November,5.41,1.84,1.56,4.75,1.58,0.70,2.19,1.28,2.12,3.32,,
December,1.68,2.42,0.87,2.22,2.00,2.36,2.06,3.15,3.42,3.53,,
Total,31.11,24.12,20.40,34.15,22.48,26.30,27.05,30.56,19.54,35.43,,
Calc annual,31.11,24.12,20.40,34.15,22.48,26.30,27.05,30.56,19.54,35.43,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
