"CRONTON (PEX HILL, OLD RES.)",,,,,,,,,,,,
Grid ref,SJ502889,Long,-2.750355,Lat,53.394570,,,,,,,
Station no,2814/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.62,2.94,1.32,3.33,2.08,3.75,1.47,2.64,2.75,4.80,,
February,1.78,1.39,1.39,3.40,1.86,0.41,1.75,4.64,0.38,1.58,,
March,4.78,2.26,1.13,2.33,1.70,1.19,2.29,1.35,1.22,1.44,,
April,1.64,2.12,2.53,0.75,2.02,3.27,0.64,0.95,3.00,1.48,,
May,3.06,2.29,2.30,2.61,2.43,1.04,1.94,3.27,2.49,2.37,,
June,1.16,1.80,1.77,3.09,3.56,2.29,1.35,5.00,2.89,2.56,,
July,2.16,1.55,4.16,4.69,0.63,5.56,3.86,5.03,2.90,4.11,,
August,4.31,1.98,3.73,4.08,1.69,9.33,5.12,2.49,0.92,4.09,,
September,2.48,3.88,3.24,2.98,2.50,2.72,6.31,3.72,0.15,3.51,,
October,1.10,3.95,1.44,6.71,2.15,2.42,3.58,2.96,3.10,3.75,,
November,8.59,3.08,2.87,5.87,1.37,1.47,1.58,1.76,4.37,5.39,,
December,5.55,3.38,1.19,4.48,3.11,2.55,3.23,4.06,5.31,3.49,,
Total,39.23,30.62,27.07,44.32,25.10,36.00,33.12,37.87,29.48,38.57,,
Calc annual,39.23,30.62,27.07,44.32,25.10,36.00,33.12,37.87,29.48,38.57,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
