"SWINDERBY AIRFIELD",,,,,,,,,,,,
Grid ref,SK888612,Long,-0.673952,Lat,53.140561,,,,,,,
Station no,2581/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.10,2.63,4.06,,
February,,,,,,,,3.84,0.35,1.67,,
March,,,,,,,,1.56,1.87,1.35,,
April,,,,,,,,0.16,1.53,0.66,,
May,,,,,,,,1.80,0.73,0.69,,
June,,,,,,,,3.87,0.46,0.79,,
July,,,,,,,,5.17,1.57,3.95,,
August,,,,,,,,2.47,0.55,5.22,,
September,,,,,,,,1.73,0.05,2.86,,
October,,,,,,,,1.27,1.68,4.85,,
November,,,,,,,,0.87,1.66,3.06,,
December,,,,,,,,3.03,2.69,2.95,,
Total,,,,,,,,27.87,15.77,32.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.87,15.77,32.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
