"BLANDFORD (BRYANSTON)",,,,,,,,,,,,
Grid ref,ST872067,Long,-2.183231,Lat,50.859666,,,,,,,
Station no,1620,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.87,2.56,0.91,2.15,4.05,5.77,4.40,4.86,6.25,4.72,,
February,6.15,0.34,1.85,3.30,2.57,0.23,5.06,3.97,0.41,4.57,,
March,4.85,3.30,0.71,4.94,1.94,1.06,3.92,2.06,4.93,2.67,,
April,2.96,1.98,2.55,0.19,0.80,1.84,0.13,0.62,3.53,2.66,,
May,2.90,2.88,2.63,2.44,4.91,0.62,3.06,2.97,1.10,1.97,,
June,0.49,1.06,2.88,3.45,2.53,2.28,2.27,5.12,1.58,2.02,,
July,1.35,0.91,3.38,3.36,3.67,2.54,4.78,1.85,1.75,3.86,,
August,5.82,3.93,1.59,2.94,0.36,4.54,3.58,3.07,2.44,4.38,,
September,4.37,4.69,4.09,3.69,1.10,5.83,3.85,4.70,0.25,6.98,,
October,1.26,4.74,3.70,3.71,3.93,2.34,3.25,3.62,3.85,10.41,,
November,11.27,3.45,2.28,8.01,4.38,0.84,3.36,3.11,6.20,6.27,,
December,3.83,3.20,0.92,4.21,5.79,7.96,3.19,4.91,10.94,3.55,,
Total,49.12,33.04,27.49,42.39,36.03,35.85,40.85,40.86,43.23,54.06,,
Calc annual,49.12,33.04,27.49,42.39,36.03,35.85,40.85,40.86,43.23,54.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
