"SCUNTHORPE (STEEL WORKS)",,,,,,,,,,,,
Grid ref,SE912107,Long,-0.623827,Lat,53.584966,,,,,,,
Station no,2585/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.54,,
February,,,,,,,,,,1.73,,
March,,,,,,,,,,1.02,,
April,,,,,,,,,,0.67,,
May,,,,,,,,,,0.81,,
June,,,,,,,,,,0.55,,
July,,,,,,,,,,3.06,,
August,,,,,,,,,,2.00,,
September,,,,,,,,,,1.53,,
October,,,,,,,,,,3.98,,
November,,,,,,,,,,2.98,,
December,,,,,,,,,,3.36,,
Total,,,,,,,,,,26.23,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.23,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
