"TUNBRIDGE WELLS (NEVILL PARK)",,,,,,,,,,,,
Grid ref,TQ571391,Long,0.243800,Lat,51.129636,,,,,,,
Station no,329/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.26,1.62,4.05,5.31,2.51,,,,,
February,,,1.39,2.33,2.31,0.98,4.94,,,,,
March,,,0.26,3.66,1.39,0.89,1.10,,,,,
April,,,2.48,0.56,0.24,1.17,0.27,,,,,
May,,,1.58,2.70,4.94,0.43,,,,,,
June,,,1.78,3.17,2.44,2.64,,,,,,
July,,,3.15,3.17,2.30,3.92,,,,,,
August,,,2.06,3.09,0.80,3.36,,,,,,
September,,,3.98,2.47,2.71,3.28,,,,,,
October,,,3.26,2.49,4.85,1.92,,,,,,
November,,,1.63,6.37,1.45,0.80,,,,,,
December,,,1.04,2.06,3.03,5.16,,,,,,
Total,,,23.87,33.69,30.51,29.86,,,,,,
Calc annual,0.00,0.00,23.87,33.69,30.51,29.86,8.82,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
