"MONIKIE RESERVOIR",,,,,,,,,,,,
Grid ref,NO505383,Long,-2.806404,Lat,56.534095,,,,,,,
Station no,5595/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.12,1.72,0.60,1.90,1.50,3.97,3.18,2.38,1.31,6.40,,
February,3.26,0.62,1.03,3.50,2.15,1.75,4.25,2.82,0.30,2.85,,
March,2.90,3.35,0.28,3.06,2.12,1.61,2.56,7.70,1.55,2.77,,
April,2.38,1.17,2.75,1.10,0.90,0.98,1.08,2.08,2.68,2.96,,
May,1.82,2.33,2.03,3.51,2.25,0.64,2.08,2.93,0.94,1.61,,
June,2.46,2.38,1.15,2.50,1.23,3.65,1.24,2.20,2.32,2.61,,
July,3.85,2.30,4.19,2.97,1.07,5.27,5.25,5.30,2.35,3.39,,
August,4.48,3.50,1.92,2.90,0.34,5.30,4.33,3.02,0.68,3.77,,
September,2.30,1.25,2.69,3.34,1.55,4.25,1.80,3.00,0.70,2.53,,
October,0.58,2.67,1.42,5.96,2.24,1.46,2.00,1.77,2.60,8.45,,
November,8.94,2.20,2.66,4.98,2.20,0.78,1.55,1.06,5.70,4.22,,
December,2.32,2.60,3.60,3.30,6.43,3.47,4.82,5.20,6.14,2.46,,
Total,39.41,26.09,24.32,39.02,23.98,33.13,34.14,39.46,27.27,44.02,,
Calc annual,39.41,26.09,24.32,39.02,23.98,33.13,34.14,39.46,27.27,44.02,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
