"GUILDFORD (BOXGROVE SCHOOL)",,,,,,,,,,,,
Grid ref,TQ013506,Long,-0.550072,Lat,51.245589,,,,,,,
Station no,206/2/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.86,1.83,1.07,1.23,2.35,3.61,2.18,2.26,2.45,2.66,,
February,5.65,0.73,1.43,2.49,1.36,0.60,3.71,2.15,0.05,2.45,,
March,3.66,2.15,0.39,2.33,0.99,0.48,0.92,1.96,2.98,1.71,,
April,2.54,1.66,2.12,0.31,0.21,1.21,0.35,0.91,2.16,0.65,,
May,2.63,1.83,1.94,2.87,3.34,0.34,1.46,2.88,0.75,1.79,,
June,1.16,1.40,1.65,3.60,2.11,2.13,0.71,3.51,1.35,1.67,,
July,1.57,0.70,3.20,2.56,0.49,4.26,3.24,1.12,2.76,3.16,,
August,3.78,2.29,1.65,2.19,0.99,3.73,1.99,3.29,1.94,3.16,,
September,2.55,3.31,2.04,2.15,1.59,3.03,2.82,3.73,0.24,2.96,,
October,0.98,3.42,3.31,1.73,3.98,1.62,1.36,2.29,2.77,7.10,,
November,7.52,2.77,1.44,5.24,1.78,0.66,2.78,2.79,3.69,4.25,,
December,3.02,2.34,0.69,2.80,2.64,3.40,1.92,2.87,5.29,3.18,,
Total,38.92,24.43,20.93,29.50,21.83,25.07,23.44,29.76,26.43,34.74,,
Calc annual,38.92,24.43,20.93,29.50,21.83,25.07,23.44,29.76,26.43,34.74,,
Difference,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
