"NUNNINGTON HALL GARDENS",,,,,,,,,,,,
Grid ref,SE670794,Long,-0.974306,Lat,54.205975,,,,,,,
Station no,3458/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.16,2.33,,1.53,1.31,4.26,1.25,2.51,1.94,4.47,,
February,2.14,0.66,,2.38,1.86,2.25,2.56,3.76,0.45,1.98,,
March,3.12,2.01,,2.06,1.91,1.25,1.82,2.72,1.62,1.86,,
April,1.03,1.34,,0.19,1.35,1.07,0.30,0.86,3.19,1.61,,
May,3.19,1.27,,3.87,2.27,0.65,1.15,3.01,0.43,1.64,,
June,1.68,1.76,,1.91,2.10,3.59,2.17,3.30,1.89,0.53,,
July,2.09,1.64,,1.95,1.31,4.58,2.77,2.63,1.81,2.52,,
August,5.65,1.88,,3.62,0.69,7.24,4.56,2.23,0.40,2.29,,
September,1.54,3.27,,1.85,0.99,1.56,3.18,2.28,0.33,2.57,,
October,1.40,2.43,,4.20,2.10,1.43,2.64,1.76,1.57,6.45,,
November,5.30,2.82,,4.94,1.56,1.15,1.89,0.88,3.72,4.10,,
December,2.98,1.29,,1.87,3.23,2.76,2.42,2.96,3.76,2.86,,
Total,32.28,22.70,,30.37,20.68,31.79,26.71,28.90,21.11,32.88,,
Calc annual,32.28,22.70,0.00,30.37,20.68,31.79,26.71,28.90,21.11,32.88,,
Difference,0.00,0.00,NaN,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
