"PELSALL (GOSCOTE SEW WRKS)",,,,,,,,,,,,
Grid ref,SK015025,Long,-1.979277,Lat,52.620265,,,,,,,
Station no,2336/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.22,2.53,0.89,1.36,1.61,2.93,1.34,1.79,2.81,5.26,,
February,2.69,0.39,1.92,2.16,1.63,0.38,2.24,3.84,0.22,1.64,,
March,4.61,1.53,1.33,1.89,2.96,0.89,2.32,1.37,1.79,2.30,,
April,2.12,2.14,2.65,0.49,0.98,1.53,0.33,0.77,3.38,1.41,,
May,3.37,2.97,1.88,2.64,4.05,0.60,1.00,2.12,1.01,0.43,,
June,1.35,2.21,2.65,3.33,2.62,1.67,1.13,4.68,1.21,2.42,,
July,1.11,1.40,2.84,4.04,0.47,2.65,3.04,5.69,1.86,3.28,,
August,4.61,2.72,2.11,4.70,0.88,4.49,4.48,3.51,2.05,3.52,,
September,2.54,1.13,2.78,2.09,1.74,3.01,4.57,3.53,0.21,5.29,,
October,0.89,3.85,1.91,3.96,1.36,1.55,1.62,2.67,2.43,6.43,,
November,6.72,2.26,1.72,5.09,2.79,0.79,2.09,1.94,3.29,4.05,,
December,2.47,3.42,1.24,2.40,1.87,2.84,1.83,2.78,3.89,3.51,,
Total,34.70,26.55,23.92,34.15,22.96,23.33,25.99,34.69,24.15,39.54,,
Calc annual,34.70,26.55,23.92,34.15,22.96,23.33,25.99,34.69,24.15,39.54,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
