"SEAL (ST. LAWRENCE RESERVOIR)",,,,,,,,,,,,
Grid ref,TQ573552,Long,0.253707,Lat,51.274240,,,,,,,
Station no,383,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.96,,,,,,,,,,,
February,6.20,,,,,,,,,,,
March,3.82,,,,,,,,,,,
April,2.95,,,,,,,,,,,
May,2.22,,,,,,,,,,,
June,1.66,,,,,,,,,,,
July,2.80,,,,,,,,,,,
August,5.94,,,,,,,,,,,
September,3.66,,,,,,,,,,,
October,1.25,,,,,,,,,,,
November,5.01,,,,,,,,,,,
December,2.22,,,,,,,,,,,
Total,40.69,,,,,,,,,,,
Calc annual,40.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
