"FOSTON (R.O.A.C. CAMP)",,,,,,,,,,,,
Grid ref,SK189316,Long,-1.720595,Lat,52.881535,,,,,,,
Station no,2647/6/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.49,,
February,,,,,,,,,,1.82,,
March,,,,,,,,,,1.49,,
April,,,,,,,,,,1.07,,
May,,,,,,,,,,1.87,,
June,,,,,,,,,,3.24,,
July,,,,,,,,,,3.05,,
August,,,,,,,,,,3.64,,
September,,,,,,,,,,4.38,,
October,,,,,,,,,,5.56,,
November,,,,,,,,,,3.65,,
December,,,,,,,,,,3.37,,
Total,,,,,,,,,,38.63,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.63,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
