"KILMARNOCK (SPRINGHILL HOUSE)",,,,,,,,,,,,
Grid ref,NS421377,Long,-4.508170,Lat,55.607213,,,,,,,
Station no,5232,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.32,4.33,2.88,4.03,2.07,2.83,4.49,4.11,1.03,4.01,,
February,2.80,1.86,1.56,3.17,1.32,1.60,2.43,2.96,2.07,2.94,,
March,2.61,2.23,0.77,2.43,1.32,1.94,4.48,0.84,2.48,2.12,,
April,2.47,1.62,1.54,1.41,2.75,1.03,2.84,1.48,2.03,2.77,,
May,1.68,1.50,1.76,2.13,3.38,2.02,2.08,2.94,1.96,1.72,,
June,1.93,2.91,1.16,3.81,2.55,2.31,2.16,2.05,3.44,1.58,,
July,2.82,3.77,4.56,4.33,1.10,4.64,3.94,4.95,5.80,2.97,,
August,3.81,4.41,3.05,4.59,1.66,6.36,3.77,4.26,0.68,3.69,,
September,2.93,3.08,3.50,5.25,4.92,3.65,3.39,4.90,1.27,2.58,,
October,1.01,3.29,3.04,8.69,2.78,3.42,4.70,3.84,6.12,2.05,,
November,5.32,2.80,6.53,5.72,1.88,1.71,2.02,1.48,4.18,4.96,,
December,7.76,4.30,4.68,5.44,6.44,5.78,3.92,4.54,5.36,5.76,,
Total,39.46,36.10,35.03,51.00,32.17,37.29,40.22,38.35,36.42,37.15,,
Calc annual,39.46,36.10,35.03,51.00,32.17,37.29,40.22,38.35,36.42,37.15,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
