"OAKHAM (STAMFORD ROAD)",,,,,,,,,,,,
Grid ref,SK864086,Long,-0.723786,Lat,52.668236,,,,,,,
Station no,2523/7/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,1.66,,
July,,,,,,,,,,3.79,,
August,,,,,,,,,,2.58,,
September,,,,,,,,,,4.12,,
October,,,,,,,,,,6.41,,
November,,,,,,,,,,3.64,,
December,,,,,,,,,,4.68,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.88,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
