"MAIDSTONE W.W. (HOCKERS LANE P.S.)",,,,,,,,,,,,
Grid ref,TQ788571,Long,0.562575,Lat,51.284972,,,,,,,
Station no,363/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,3.28,4.49,2.24,2.57,2.15,2.68,,
February,,,,,1.92,0.86,3.52,2.29,0.11,1.90,,
March,,,,,1.26,0.71,0.94,1.22,1.68,2.07,,
April,,,,,0.26,1.16,0.19,1.71,2.52,0.64,,
May,,,,,3.89,0.44,1.64,2.16,0.66,2.24,,
June,,,,,2.31,2.34,1.47,4.03,1.08,1.41,,
July,,,,,2.63,3.78,2.91,2.19,2.28,3.34,,
August,,,,,1.35,2.77,2.04,4.67,0.98,4.24,,
September,,,,,2.09,2.20,2.62,3.53,0.19,3.59,,
October,,,,,5.19,1.56,1.05,2.97,2.80,6.67,,
November,,,,,1.11,0.86,3.35,1.57,3.80,5.39,,
December,,,,,2.05,2.89,3.43,3.32,5.04,3.79,,
Total,,,,,27.34,24.06,25.40,32.23,23.29,37.96,,
Calc annual,0.00,0.00,0.00,0.00,27.34,24.06,25.40,32.23,23.29,37.96,,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
