"NANTWICH (DORFOLD HALL)",,,,,,,,,,,,
Grid ref,SJ636525,Long,-2.544688,Lat,53.068489,,,,,,,
Station no,2763,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.84,3.27,0.89,1.78,2.15,4.03,1.45,2.49,3.15,5.12,,
February,2.15,1.04,1.41,2.53,1.69,0.47,1.99,4.14,0.30,2.18,,
March,4.66,1.25,1.04,2.34,2.33,1.30,2.13,1.22,1.45,1.28,,
April,1.48,2.47,2.84,0.43,1.56,1.97,0.43,0.60,3.52,1.52,,
May,2.95,2.23,1.74,2.25,2.87,0.48,1.25,2.35,1.54,1.81,,
June,1.07,2.06,1.93,4.40,3.10,1.72,1.61,4.53,2.32,3.13,,
July,1.81,2.33,3.45,3.49,0.49,3.82,6.19,3.54,1.91,3.51,,
August,3.76,1.89,2.54,3.59,1.05,6.18,4.10,3.24,0.65,4.43,,
September,2.03,2.12,2.45,2.76,2.25,2.18,5.95,4.61,0.14,3.73,,
October,0.95,3.91,2.00,4.97,1.81,2.67,2.30,2.58,2.56,4.04,,
November,6.11,1.60,1.84,5.05,1.49,0.99,1.51,1.91,3.19,4.34,,
December,3.44,3.46,1.36,3.36,2.83,2.55,1.66,2.98,4.77,2.46,,
Total,32.25,27.63,23.49,36.95,23.62,28.36,30.57,34.19,25.50,37.55,,
Calc annual,32.25,27.63,23.49,36.95,23.62,28.36,30.57,34.19,25.50,37.55,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
