"WORCESTER PARK (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ229668,Long,-0.235176,Lat,51.386946,,,,,,,
Station no,146,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.03,1.94,0.91,1.30,2.25,3.66,1.69,1.94,2.14,1.88,,
February,6.75,0.94,1.24,2.17,1.42,0.49,2.80,2.26,0.06,1.54,,
March,3.19,2.45,0.48,2.18,1.18,0.76,0.73,1.53,2.01,1.65,,
April,2.77,1.27,2.21,0.34,0.25,1.08,0.29,1.22,1.86,0.64,,
May,2.15,2.99,1.43,3.22,3.62,0.33,1.48,2.34,0.73,1.91,,
June,1.05,1.86,1.16,3.71,2.13,2.11,1.05,4.54,0.61,1.36,,
July,1.86,0.68,3.52,2.76,1.26,6.30,2.89,2.25,1.04,2.67,,
August,2.76,2.16,1.41,2.50,1.32,3.15,3.68,3.23,1.51,5.13,,
September,3.30,3.55,2.72,2.43,1.57,2.00,2.51,4.42,0.04,2.53,,
October,0.80,2.56,3.46,2.25,2.82,1.35,1.84,2.97,2.14,4.92,,
November,6.15,3.04,1.13,4.16,0.69,0.56,2.56,1.71,3.48,3.64,,
December,2.18,2.32,0.57,2.04,2.12,2.69,1.83,2.57,3.46,2.35,,
Total,35.99,25.76,20.24,29.06,20.63,24.48,23.35,30.98,19.08,30.22,,
Calc annual,35.99,25.76,20.24,29.06,20.63,24.48,23.35,30.98,19.08,30.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
