"CASTLEFORD (CUTSYKE)",,,,,,,,,,,,
Grid ref,SE423241,Long,-1.360601,Lat,53.711614,,,,,,,
Station no,3235/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,2.59,1.72,3.91,0.97,,,,,
February,,,,2.24,2.02,1.30,2.21,,,,,
March,,,,1.60,1.86,0.58,1.51,,,,,
April,,,,0.28,0.77,1.89,0.10,,,,,
May,,,,3.89,2.55,0.47,1.10,,,,,
June,,,,1.44,1.81,3.11,1.95,,,,,
July,,,,1.18,0.87,4.67,2.93,,,,,
August,,,,5.25,0.72,5.88,4.82,,,,,
September,,,,1.96,1.20,2.71,3.44,,,,,
October,,,,3.42,1.79,0.91,1.20,,,,,
November,,,,4.32,1.23,0.48,1.98,,,,,
December,,,,2.78,2.64,2.42,2.53,,,,,
Total,,,,30.95,19.18,28.33,24.74,,,,,
Calc annual,0.00,0.00,0.00,30.95,19.18,28.33,24.74,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,,
