"BLEAKLOW HILL (FAR BLACK CLOUGH) NO. 21",,,,,,,,,,,,
Grid ref,SK127984,Long,-1.810094,Lat,53.482170,,,,,,,
Station no,2644/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.12,6.90,2.67,5.30,4.10,7.30,4.10,5.32,4.55,6.23,,
February,5.95,3.80,3.30,4.80,3.10,2.30,4.20,8.03,0.80,2.85,,
March,7.30,3.68,3.55,3.55,4.20,2.85,4.40,3.30,3.05,2.70,,
April,3.83,4.65,4.40,1.30,2.90,3.80,0.90,2.14,6.25,3.15,,
May,4.48,2.85,2.70,4.40,5.00,1.75,2.10,5.23,2.10,3.10,,
June,1.70,4.04,4.73,3.90,4.80,4.43,2.22,5.47,2.65,2.30,,
July,4.90,3.40,7.72,7.15,1.30,8.80,5.72,6.15,4.13,10.10,,
August,6.60,3.85,5.40,8.30,1.20,13.50,7.95,4.53,0.82,5.40,,
September,4.00,6.12,4.30,6.60,2.72,5.65,8.95,5.55,0.30,5.70,,
October,1.70,8.85,3.00,9.40,3.75,3.40,6.33,5.03,3.81,8.95,,
November,12.40,4.72,4.79,9.18,3.35,2.50,3.85,1.73,5.39,7.40,,
December,8.90,4.85,3.22,9.20,6.75,7.05,6.80,5.45,9.27,5.69,,
Total,67.88,57.71,49.78,73.08,43.17,63.33,57.52,57.93,43.12,63.57,,
Calc annual,67.88,57.71,49.78,73.08,43.17,63.33,57.52,57.93,43.12,63.57,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
