"ESHER (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ139661,Long,-0.364682,Lat,51.382530,,,,,,,
Station no,145/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.36,1.71,0.91,1.02,1.98,3.65,1.44,2.00,2.18,1.86,,
February,5.62,0.69,1.09,2.11,1.23,0.27,2.91,1.94,0.06,1.83,,
March,3.07,2.37,0.39,2.00,0.91,0.54,0.88,1.11,1.81,1.46,,
April,2.59,1.24,1.93,0.28,0.23,1.20,0.21,1.00,2.03,0.65,,
May,1.86,2.18,1.29,2.71,3.52,0.19,1.24,2.46,1.04,1.93,,
June,0.90,1.87,1.43,4.18,2.03,1.70,1.23,3.62,0.52,2.12,,
July,1.26,0.55,3.88,2.40,0.31,5.18,3.19,2.05,1.44,2.71,,
August,2.70,4.09,1.45,2.59,1.38,3.16,2.92,3.78,1.08,3.05,,
September,2.45,3.05,2.23,1.94,1.60,2.18,2.58,4.23,0.01,2.38,,
October,0.69,2.41,2.80,1.76,2.44,1.78,1.48,2.10,2.29,6.11,,
November,5.66,2.61,1.07,3.73,0.95,0.49,2.32,1.71,2.51,3.81,,
December,1.89,2.17,0.57,1.94,1.87,3.02,1.76,2.49,3.19,2.34,,
Total,32.05,24.94,19.04,26.66,18.45,23.36,22.16,28.49,18.16,30.25,,
Calc annual,32.05,24.94,19.04,26.66,18.45,23.36,22.16,28.49,18.16,30.25,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
