"HURST GREEN (BELLHURST FARM)",,,,,,,,,,,,
Grid ref,TQ723285,Long,0.455776,Lat,51.030041,,,,,,,
Station no,561/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.82,3.31,1.20,1.65,4.76,5.32,2.96,3.89,2.64,3.12,,
February,5.90,1.35,1.46,2.63,2.08,1.22,5.15,3.41,0.00,2.77,,
March,4.02,2.62,0.20,3.62,1.81,1.03,1.52,1.61,1.75,2.91,,
April,2.11,1.88,2.08,0.58,0.29,1.14,0.39,1.65,2.87,0.93,,
May,2.05,1.23,1.29,2.33,4.42,0.43,1.22,2.25,0.94,2.15,,
June,1.31,1.00,2.20,3.60,1.92,2.35,1.01,4.56,0.95,2.13,,
July,1.85,0.76,3.41,4.00,3.12,3.51,5.28,2.08,1.60,3.87,,
August,4.79,4.49,2.49,3.39,1.91,3.08,2.73,4.04,1.01,4.66,,
September,4.19,4.05,5.06,3.10,1.38,2.79,3.59,2.70,0.10,2.92,,
October,1.98,4.04,3.18,3.17,6.07,1.50,1.37,3.98,2.98,8.89,,
November,6.12,4.42,2.15,6.73,1.63,1.03,3.38,2.37,5.25,6.92,,
December,3.51,3.62,0.81,1.93,3.41,4.65,2.30,4.00,7.83,3.17,,
Total,41.65,32.77,25.53,36.73,32.80,28.05,30.90,36.54,27.92,44.44,,
Calc annual,41.65,32.77,25.53,36.73,32.80,28.05,30.90,36.54,27.92,44.44,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
