"PENRITH (HUTTON JOHN)",,,,,,,,,,,,
Grid ref,NY439269,Long,-2.870605,Lat,54.634091,,,,,,,
Station no,3604,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.64,3.86,1.79,3.96,3.48,3.10,6.46,4.39,3.42,5.90,,
February,5.37,1.20,1.84,3.95,1.89,2.80,4.10,6.05,0.90,5.21,,
March,5.04,1.96,0.63,1.84,1.11,1.65,3.00,0.94,2.84,1.39,,
April,2.44,2.61,3.60,1.16,1.06,1.41,0.30,1.47,3.86,3.81,,
May,2.29,2.69,2.59,4.01,3.88,1.90,2.16,4.31,1.25,1.89,,
June,0.80,2.63,2.81,4.16,2.65,2.86,1.38,4.15,4.72,1.60,,
July,2.98,2.61,4.33,3.52,2.31,4.76,4.00,3.18,2.97,4.28,,
August,4.42,6.98,5.23,5.39,3.01,7.65,6.05,3.44,0.76,3.19,,
September,5.29,4.81,6.82,7.51,2.60,4.27,4.22,5.84,0.96,2.74,,
October,0.96,6.62,2.74,10.72,3.35,3.09,5.47,4.69,5.28,4.73,,
November,12.81,2.50,6.45,11.64,2.16,2.55,1.47,0.78,6.31,9.77,,
December,10.55,4.18,2.86,6.61,7.68,7.39,6.58,4.13,7.45,6.22,,
Total,57.59,42.65,41.69,64.47,35.18,43.43,45.19,43.37,40.72,50.73,,
Calc annual,57.59,42.65,41.69,64.47,35.18,43.43,45.19,43.37,40.72,50.73,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,,
