"EXETER (ST MARKS)",,,,,,,,,,,,
Grid ref,SX936933,Long,-3.508934,Lat,50.729543,,,,,,,
Station no,1773/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.00,,,,,,,,,,,
February,4.49,,,,,,,,,,,
March,3.67,,,,,,,,,,,
April,1.76,,,,,,,,,,,
May,2.31,,,,,,,,,,,
June,0.80,,,,,,,,,,,
July,2.11,,,,,,,,,,,
August,2.82,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,20.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
