"BRACKNELL (FOREST LODGE)",,,,,,,,,,,,
Grid ref,SU881701,Long,-0.734316,Lat,51.423074,,,,,,,
Station no,778/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.90,1.77,,,,,,,,,,
February,4.21,0.89,,,,,,,,,,
March,3.35,2.52,,,,,,,,,,
April,2.33,1.86,,,,,,,,,,
May,2.42,2.31,,,,,,,,,,
June,0.82,1.37,,,,,,,,,,
July,1.24,0.47,,,,,,,,,,
August,3.62,2.33,,,,,,,,,,
September,2.61,2.36,,,,,,,,,,
October,0.64,1.84,,,,,,,,,,
November,5.02,1.96,,,,,,,,,,
December,1.60,1.61,,,,,,,,,,
Total,30.76,21.29,,,,,,,,,,
Calc annual,30.76,21.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
