"WOODBURY SALTERTON",,,,,,,,,,,,
Grid ref,SY013889,Long,-3.398692,Lat,50.691348,,,,,,,
Station no,1765/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,2.94,,,,,,,,,,
June,,1.20,,,,,,,,,,
July,,0.84,,,,,,,,,,
August,,3.93,,,,,,,,,,
September,,2.45,,,,,,,,,,
October,,5.81,,,,,,,,,,
November,,3.21,,,,,,,,,,
December,,2.76,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,23.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
