"CODNOR PARK",,,,,,,,,,,,
Grid ref,SK442517,Long,-1.341924,Lat,53.060727,,,,,,,
Station no,2714,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.37,2.61,0.77,1.63,3.07,4.76,2.25,3.78,3.21,5.21,,
February,2.84,0.53,1.98,3.03,2.21,0.95,3.20,4.21,0.24,2.53,,
March,3.64,2.27,1.98,2.56,2.93,0.86,2.92,1.87,1.68,1.69,,
April,2.25,1.89,2.49,0.39,1.28,1.72,0.12,0.98,2.97,1.26,,
May,3.01,2.49,2.20,2.94,3.22,0.78,0.90,2.64,0.58,1.31,,
June,1.56,2.40,2.70,4.27,3.41,3.00,1.50,4.41,0.71,1.72,,
July,0.75,1.32,3.92,1.87,0.83,3.00,2.75,4.44,1.91,2.82,,
August,4.01,1.90,1.98,4.21,0.51,5.96,4.51,2.87,1.31,4.55,,
September,0.99,2.08,1.29,3.61,0.58,2.56,5.77,2.08,0.19,4.46,,
October,0.81,3.94,2.26,3.68,1.85,1.36,1.79,2.74,2.51,5.42,,
November,6.50,1.68,1.98,5.04,2.57,1.18,2.89,1.02,3.07,3.78,,
December,2.37,2.86,0.83,2.71,2.69,3.69,2.17,3.53,4.53,3.97,,
Total,31.10,25.97,24.38,35.94,25.15,29.82,30.77,34.57,22.91,38.72,,
Calc annual,31.10,25.97,24.38,35.94,25.15,29.82,30.77,34.57,22.91,38.72,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
