"GREENWICH DEPTFORD (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ377773,Long,-0.018534,Lat,51.477907,,,,,,,
Station no,16,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.42,1.73,0.88,1.12,2.55,3.20,1.33,1.56,1.93,1.35,,
February,5.74,0.84,1.45,2.10,1.44,0.22,2.41,2.17,0.04,1.55,,
March,2.65,2.29,0.47,1.88,0.96,0.86,0.64,1.21,1.22,1.79,,
April,2.70,0.91,2.23,0.31,0.26,0.95,0.16,1.54,2.04,0.45,,
May,1.77,0.87,1.74,1.81,3.96,0.44,0.87,2.05,0.89,1.82,,
June,1.29,1.13,1.16,2.87,1.99,2.57,0.70,4.23,0.65,1.01,,
July,1.42,0.54,3.85,2.39,0.05,3.54,3.84,2.29,1.07,3.03,,
August,2.80,3.20,1.43,4.89,0.88,2.92,1.64,3.78,2.08,2.75,,
September,3.16,2.69,2.14,2.00,2.62,1.93,2.28,4.28,0.10,5.29,,
October,0.90,2.58,3.75,1.55,3.32,1.05,1.59,2.39,1.80,5.16,,
November,4.32,3.66,0.92,3.65,0.31,0.41,2.36,1.74,2.61,3.62,,
December,1.90,2.08,0.58,1.20,1.68,2.69,1.66,2.81,3.16,2.10,,
Total,31.07,22.52,20.60,25.77,20.02,-999.00,19.48,30.05,17.59,29.92,,
Calc annual,31.07,22.52,20.60,25.77,20.02,20.78,19.48,30.05,17.59,29.92,,
Difference,0.00,0.00,0.00,0.00,0.00,-1019.78,0.00,0.00,-0.00,0.00,,
