"CHURCH STANTON (OTTERHEAD)",,,,,,,,,,,,
Grid ref,ST226138,Long,-3.102466,Lat,50.918449,,,,,,,
Station no,2118/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.96,3.71,0.96,2.86,5.89,5.32,3.64,4.61,5.18,4.92,,
February,6.39,1.04,2.07,4.07,3.30,0.34,6.49,5.24,0.43,5.75,,
March,5.12,3.98,1.12,5.93,1.88,2.21,3.77,2.36,5.42,4.10,,
April,2.80,3.06,4.20,0.42,1.56,2.16,0.27,1.08,4.18,4.00,,
May,3.83,3.08,2.65,2.51,4.19,0.68,2.55,3.94,1.10,2.17,,
June,1.26,2.25,2.92,4.10,4.55,2.02,2.94,3.86,2.04,2.09,,
July,2.28,1.68,2.78,2.99,2.96,2.78,4.33,3.11,2.58,4.92,,
August,4.98,8.91,2.73,3.66,0.69,4.54,4.02,4.25,3.20,3.92,,
September,4.40,4.27,4.71,3.94,1.78,7.89,4.28,5.91,0.13,5.90,,
October,1.46,6.32,4.72,3.56,2.28,2.32,2.70,3.27,4.06,12.73,,
November,10.36,5.73,2.25,11.40,6.93,1.44,2.44,2.61,9.73,5.43,,
December,5.13,4.16,1.61,4.91,8.58,8.32,5.01,5.81,11.40,5.27,,
Total,52.97,48.19,32.72,50.35,44.59,40.02,42.44,-999.00,49.45,61.20,,
Calc annual,52.97,48.19,32.72,50.35,44.59,40.02,42.44,46.05,49.45,61.20,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-1045.05,0.00,0.00,,
