"MOTTRAM (AUXILIARY RES)",,,,,,,,,,,,
Grid ref,SK006950,Long,-1.992432,Lat,53.451759,,,,,,,
Station no,2741/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,3.81,5.82,,
February,,,,,,,,,0.40,2.39,,
March,,,,,,,,,1.95,0.94,,
April,,,,,,,,,2.95,2.22,,
May,,,,,,,,,1.00,1.81,,
June,,,,,,,,4.89,2.63,1.50,,
July,,,,,,,,5.04,4.08,6.05,,
August,,,,,,,,4.25,0.30,5.52,,
September,,,,,,,,4.43,0.21,3.51,,
October,,,,,,,,3.94,3.41,4.41,,
November,,,,,,,,1.58,4.69,5.20,,
December,,,,,,,,3.42,6.44,4.09,,
Total,,,,,,,,,31.87,43.46,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.55,31.87,43.46,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,,
