"BILSTHORPE (RUFFORD P.S.)",,,,,,,,,,,,
Grid ref,SK632611,Long,-1.056607,Lat,53.143308,,,,,,,
Station no,2623/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.18,2.02,0.74,1.29,2.39,4.03,1.67,3.03,3.00,4.62,,
February,3.70,0.38,1.48,2.53,2.21,0.74,3.05,3.77,0.33,2.43,,
March,3.01,2.14,1.28,1.77,2.94,0.88,1.94,1.90,1.16,1.83,,
April,1.27,1.40,2.14,0.22,1.02,1.95,0.24,0.61,2.78,1.12,,
May,3.18,1.96,2.30,3.09,3.39,0.36,1.54,2.29,1.22,1.31,,
June,0.93,2.40,1.89,3.85,2.79,3.81,1.49,4.31,0.94,1.41,,
July,1.23,1.11,2.18,1.76,0.76,2.53,3.07,5.88,1.77,3.09,,
August,4.82,2.06,1.51,4.95,0.64,7.13,3.49,3.38,0.66,3.29,,
September,1.37,2.23,1.17,2.50,0.51,2.36,4.74,2.46,0.07,4.12,,
October,0.97,3.21,2.76,3.02,1.38,1.07,1.05,2.32,2.20,5.89,,
November,5.68,1.64,1.31,5.19,1.83,1.04,2.61,0.84,2.73,4.08,,
December,2.07,1.87,0.81,2.03,2.00,2.71,1.94,3.66,3.79,2.91,,
Total,30.41,22.42,19.57,32.20,21.86,28.61,26.83,34.45,20.65,36.10,,
Calc annual,30.41,22.42,19.57,32.20,21.86,28.61,26.83,34.45,20.65,36.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
