"BATHGATE (NORTHBANK FILTERS)",,,,,,,,,,,,
Grid ref,NS981692,Long,-3.631471,Lat,55.905085,,,,,,,
Station no,5153,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.27,2.91,1.23,3.81,2.28,1.78,5.19,,0.98,3.61,,
February,2.54,0.78,1.35,2.08,2.11,1.56,3.20,,1.27,3.59,,
March,4.25,1.73,0.73,1.98,1.78,1.92,2.73,,1.25,1.78,,
April,2.74,1.58,2.63,1.66,1.17,0.41,2.12,,2.24,2.19,,
May,3.02,1.80,2.84,4.62,2.63,1.76,2.29,3.26,1.23,1.61,,
June,2.13,2.87,1.45,2.56,1.82,3.15,2.07,4.38,2.36,1.09,,
July,5.83,2.94,4.64,2.99,1.48,4.36,3.92,6.47,3.90,2.75,,
August,5.32,4.56,2.86,6.86,1.11,6.84,3.85,3.81,0.65,3.52,,
September,2.34,2.54,2.82,3.89,2.16,4.18,2.02,3.36,0.81,2.03,,
October,0.62,2.85,1.57,7.96,2.01,2.42,3.13,2.22,3.29,3.86,,
November,5.05,2.79,5.44,4.60,1.42,0.93,2.34,1.45,6.67,3.18,,
December,4.95,2.89,4.00,5.00,5.34,4.23,4.06,5.25,4.49,3.74,,
Total,42.06,30.24,31.56,48.01,25.31,33.54,36.92,,29.14,32.95,,
Calc annual,42.06,30.24,31.56,48.01,25.31,33.54,36.92,30.20,29.14,32.95,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,NaN,0.00,0.00,,
