"BURWASH (CROWHURST BRIDGE)",,,,,,,,,,,,
Grid ref,TQ681264,Long,0.394964,Lat,51.012416,,,,,,,
Station no,562/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.82,3.40,1.05,2.03,4.41,5.12,3.02,3.84,2.93,2.78,,
February,7.33,1.30,1.40,2.38,2.00,0.76,5.07,2.98,0.07,2.87,,
March,4.03,2.79,0.18,3.41,1.37,0.77,1.43,1.73,2.16,2.87,,
April,2.41,1.91,2.27,0.40,0.24,1.06,0.27,1.52,2.64,1.00,,
May,1.72,1.29,1.38,2.20,4.70,0.36,1.15,2.18,0.70,1.85,,
June,1.31,1.07,1.81,3.67,1.90,2.63,0.89,4.47,0.60,1.77,,
July,2.30,0.76,3.52,3.99,2.27,3.37,5.06,2.40,2.27,3.61,,
August,4.96,4.39,2.39,3.50,1.39,-999.00,3.14,3.72,1.16,4.55,,
September,3.88,3.61,4.95,2.89,2.09,3.27,3.89,3.43,0.07,3.36,,
October,1.96,3.99,2.92,3.50,5.42,1.46,1.49,3.65,3.23,8.69,,
November,5.95,5.18,1.93,6.77,1.44,0.95,3.32,1.54,5.34,7.27,,
December,3.52,3.53,0.82,2.13,3.52,4.89,2.71,4.19,8.19,3.36,,
Total,43.19,33.22,24.62,36.87,30.75,27.99,31.44,35.65,29.36,43.98,,
Calc annual,43.19,33.22,24.62,36.87,30.75,24.64,31.44,35.65,29.36,43.98,,
Difference,-0.00,0.00,0.00,-0.00,0.00,3.35,0.00,0.00,0.00,-0.00,,
