"HASTINGS (NEWGATE)",,,,,,,,,,,,
Grid ref,TQ807102,Long,0.566368,Lat,50.863070,,,,,,,
Station no,543,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.81,2.76,1.08,1.39,4.40,5.45,2.31,3.86,3.54,3.09,,
February,5.62,1.57,1.33,2.69,1.79,1.05,5.03,2.81,0.06,2.11,,
March,3.10,3.04,0.33,3.53,1.37,0.48,1.59,1.29,1.74,2.44,,
April,1.94,0.90,1.85,0.43,0.36,1.44,0.26,1.21,2.26,1.31,,
May,1.62,1.38,1.23,2.18,4.84,0.62,1.23,2.56,0.60,3.03,,
June,0.99,0.89,1.69,2.53,1.90,2.26,0.76,3.97,0.58,1.78,,
July,1.96,0.68,2.55,3.47,0.84,2.29,4.36,2.76,1.50,2.20,,
August,4.77,4.11,2.98,3.44,2.20,3.24,1.73,3.66,0.55,4.53,,
September,3.97,4.44,3.86,3.33,2.07,2.71,3.57,3.24,0.18,2.65,,
October,2.47,2.65,2.89,3.34,4.29,1.71,1.70,4.48,3.86,6.55,,
November,5.73,4.23,2.05,5.47,1.31,0.85,3.33,2.33,6.16,7.22,,
December,2.69,3.52,0.85,2.09,4.14,4.08,1.70,4.06,7.54,5.26,,
Total,38.67,30.17,22.69,33.89,29.51,26.18,27.57,36.23,28.57,42.17,,
Calc annual,38.67,30.17,22.69,33.89,29.51,26.18,27.57,36.23,28.57,42.17,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
