"TAUNTON (EAST LYNG)",,,,,,,,,,,,
Grid ref,ST335289,Long,-2.950195,Lat,51.055575,,,,,,,
Station no,2077/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.45,2.74,0.47,2.38,3.85,3.33,2.07,2.03,3.05,3.30,,
February,3.66,0.39,1.12,2.06,2.41,0.15,3.94,3.19,0.28,2.97,,
March,3.53,2.25,0.53,3.61,0.97,0.52,1.74,0.53,3.52,1.84,,
April,3.37,1.93,2.49,0.15,0.85,1.68,0.08,0.50,2.53,2.31,,
May,2.94,3.12,1.68,1.57,3.96,0.49,1.61,1.81,0.95,1.10,,
June,0.48,3.02,2.04,2.47,2.42,1.00,2.16,3.04,0.69,0.97,,
July,4.21,0.30,2.27,2.67,0.84,2.82,2.98,2.01,1.34,3.49,,
August,4.21,3.90,1.96,3.81,0.83,2.64,3.06,2.70,1.14,3.35,,
September,2.76,2.94,2.55,2.64,1.21,4.64,3.06,3.95,0.09,3.32,,
October,1.24,3.17,2.32,1.96,1.50,1.65,2.05,1.90,3.23,9.71,,
November,7.02,4.61,1.75,5.66,4.04,0.71,2.29,2.59,4.90,2.92,,
December,2.34,2.64,0.55,2.92,5.08,3.57,2.54,3.21,5.73,3.30,,
Total,38.21,31.01,19.73,31.90,27.96,23.20,27.58,27.46,27.45,38.58,,
Calc annual,38.21,31.01,19.73,31.90,27.96,23.20,27.58,27.46,27.45,38.58,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
