"DALRY (WHITEHILL)",,,,,,,,,,,,
Grid ref,NS264563,Long,-4.768872,Lat,55.768795,,,,,,,
Station no,5250/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.35,8.25,4.10,5.80,4.25,5.75,7.85,8.75,2.95,5.85,,
February,4.20,3.25,4.35,7.15,4.00,2.50,5.70,6.50,3.40,7.20,,
March,4.80,5.80,1.85,5.00,2.80,4.35,8.05,2.40,5.05,3.00,,
April,3.75,3.20,4.00,3.50,7.30,1.95,3.60,2.55,4.35,7.65,,
May,2.50,1.90,3.30,4.30,5.50,4.35,3.15,5.25,2.80,3.40,,
June,2.85,4.80,1.85,6.00,5.50,4.70,3.80,2.90,3.70,4.85,,
July,5.75,5.75,7.50,6.10,2.10,8.35,8.25,5.75,7.60,6.65,,
August,5.60,6.85,6.35,8.75,1.65,7.45,6.45,6.00,1.95,5.05,,
September,6.60,5.55,8.75,9.30,7.20,6.60,4.75,5.45,2.55,4.75,,
October,1.85,7.85,4.20,12.65,4.95,3.90,8.75,6.25,8.46,3.60,,
November,8.45,3.65,11.50,11.50,4.50,3.20,4.15,4.30,5.44,9.85,,
December,10.80,8.20,7.25,8.75,11.06,8.30,7.40,8.85,12.30,9.70,,
Total,63.50,65.05,65.00,88.80,60.81,61.40,71.90,64.95,60.55,71.55,,
Calc annual,63.50,65.05,65.00,88.80,60.81,61.40,71.90,64.95,60.55,71.55,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
