"RIVINGTON (SCOTCHMANS POST)",,,,,,,,,,,,
Grid ref,SD660146,Long,-2.515566,Lat,53.626820,,,,,,,
Station no,2997/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.90,4.15,2.35,4.45,2.80,6.10,3.15,4.57,3.40,6.99,,
February,3.40,1.78,1.65,3.67,2.90,0.90,3.70,8.22,0.70,4.56,,
March,5.32,3.10,2.15,3.10,3.25,1.85,3.65,2.27,2.25,2.02,,
April,3.78,4.23,3.55,1.00,2.70,3.30,0.80,1.80,3.09,4.13,,
May,3.25,2.75,2.90,3.30,4.45,1.45,2.30,5.00,2.03,3.20,,
June,1.52,4.60,2.95,4.75,4.20,2.80,2.30,5.15,3.06,2.06,,
July,4.00,3.83,5.90,8.55,1.00,7.10,8.20,4.60,7.56,10.85,,
August,5.75,4.50,5.75,6.75,1.85,14.95,7.80,6.90,0.80,6.25,,
September,3.50,5.45,4.65,5.55,5.10,4.60,8.75,5.90,0.53,4.64,,
October,0.83,5.45,2.50,8.65,2.45,3.40,7.35,4.65,6.30,6.09,,
November,10.05,2.80,5.73,8.05,3.25,1.50,2.12,2.17,6.96,9.06,,
December,9.40,4.10,2.20,5.85,6.25,4.85,5.52,4.60,10.92,5.80,,
Total,55.70,46.74,42.28,63.67,40.20,52.80,55.64,55.83,47.60,65.65,,
Calc annual,55.70,46.74,42.28,63.67,40.20,52.80,55.64,55.83,47.60,65.65,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
