"BADMINTON (PETTY FRANCE)",,,,,,,,,,,,
Grid ref,ST786855,Long,-2.310146,Lat,51.567962,,,,,,,
Station no,2195/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.28,,
February,,,,,,,,,,2.54,,
March,,,,,,,,,,2.08,,
April,,,,,,,,,,1.45,,
May,,,,,,,,,,1.53,,
June,,,,,,,,,,2.78,,
July,,,,,,,,,,3.98,,
August,,,,,,,,,4.09,5.14,,
September,,,,,,,,,0.17,4.59,,
October,,,,,,,,,3.18,6.18,,
November,,,,,,,,,3.29,5.34,,
December,,,,,,,,,6.65,3.98,,
Total,,,,,,,,,,43.87,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,43.87,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
