"CIRENCESTER (WATERTON HOUSE)",,,,,,,,,,,,
Grid ref,SP065013,Long,-1.907326,Lat,51.710398,,,,,,,
Station no,2202/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.19,1.80,,,,,,,,,,
February,4.04,0.86,,,,,,,,,,
March,3.97,2.94,,,,,,,,,,
April,3.19,2.04,,,,,,,,,,
May,2.68,2.40,,,,,,,,,,
June,1.02,1.45,,,,,,,,,,
July,1.52,0.25,,,,,,,,,,
August,5.86,3.78,,,,,,,,,,
September,3.57,1.23,,,,,,,,,,
October,0.91,4.66,,,,,,,,,,
November,6.73,3.96,,,,,,,,,,
December,2.65,3.31,,,,,,,,,,
Total,40.33,28.68,,,,,,,,,,
Calc annual,40.33,28.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
