"DARWEN (SUNNYHURST HEY RES.)",,,,,,,,,,,,
Grid ref,SD677221,Long,-2.490645,Lat,53.694336,,,,,,,
Station no,2941,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.71,5.65,-999.00,6.06,2.97,6.56,4.03,4.58,3.18,6.33,,
February,4.70,1.93,,4.32,2.47,1.08,4.07,7.93,0.89,4.04,,
March,5.96,2.94,,4.52,2.24,2.07,4.65,1.90,2.52,1.80,,
April,3.25,4.52,,1.29,3.61,3.02,0.77,1.79,3.90,3.62,,
May,2.85,3.18,,3.64,4.87,2.24,3.22,5.43,2.07,2.48,,
June,1.81,4.63,,4.36,4.11,2.94,2.41,4.42,3.28,1.95,,
July,4.09,3.44,6.39,8.16,1.19,5.77,7.83,3.95,5.53,10.51,,
August,5.72,6.41,5.78,7.43,1.48,14.93,7.99,5.33,0.78,5.56,,
September,4.24,5.82,6.28,6.71,5.29,4.49,8.65,5.67,0.50,3.72,,
October,1.37,6.01,2.96,10.35,3.76,3.29,7.98,5.68,6.14,4.51,,
November,10.01,3.03,7.30,9.80,3.32,1.80,2.92,1.95,6.41,9.08,,
December,12.84,5.10,2.46,7.87,7.13,5.75,5.78,4.78,11.57,5.90,,
Total,62.55,52.66,-999.00,74.51,42.44,53.94,60.30,53.41,46.77,59.50,,
Calc annual,62.55,52.66,31.17,74.51,42.44,53.94,60.30,53.41,46.77,59.50,,
Difference,0.00,-0.00,-1030.17,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
