"WELLINGBOROUGH",,,,,,,,,,,,
Grid ref,SP885687,Long,-0.703330,Lat,52.309292,,,,,,,
Station no,1119/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.50,1.00,1.02,2.14,3.74,1.33,2.64,3.65,3.36,,
February,3.23,0.67,1.66,2.05,1.95,0.50,1.83,3.37,0.09,1.51,,
March,3.35,3.05,0.87,2.32,2.19,0.76,1.92,1.65,2.72,1.77,,
April,2.75,1.57,1.98,0.20,0.72,1.02,0.30,0.83,2.00,0.45,,
May,3.30,3.28,1.50,4.06,3.54,0.46,1.53,1.96,0.28,0.95,,
June,1.12,1.02,1.84,2.79,2.39,2.97,1.94,6.18,0.48,2.30,,
July,1.03,0.52,2.75,2.86,0.14,3.94,2.81,2.31,2.34,3.12,,
August,3.95,3.44,2.62,3.90,0.67,4.71,2.35,2.54,0.92,2.96,,
September,1.35,2.35,1.21,2.12,1.48,1.70,4.41,2.03,0.01,4.20,,
October,0.81,2.42,1.59,2.14,1.81,1.43,1.61,1.94,1.72,4.45,,
November,5.11,2.97,1.57,4.95,1.33,0.68,1.50,1.63,1.74,3.19,,
December,1.75,2.36,0.66,2.38,2.07,2.88,2.38,2.38,3.94,2.80,,
Total,30.28,25.15,19.25,30.79,20.43,24.79,23.91,29.46,19.89,31.06,,
Calc annual,30.28,25.15,19.25,30.79,20.43,24.79,23.91,29.46,19.89,31.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
