"EFFINGHAM RESERVOIR",,,,,,,,,,,,
Grid ref,TQ119527,Long,-0.397612,Lat,51.262486,,,,,,,
Station no,125/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.87,2.38,1.33,1.18,2.87,4.30,2.05,2.60,2.95,3.20,,
February,7.48,0.73,1.62,2.12,1.62,0.38,3.94,2.35,0.10,2.70,,
March,3.64,2.44,0.43,2.40,1.24,0.72,1.15,2.03,2.85,1.55,,
April,2.90,1.46,2.62,0.15,0.22,1.15,0.30,1.10,3.00,0.70,,
May,2.65,2.10,1.92,2.14,3.93,0.20,1.65,2.70,0.82,1.85,,
June,0.93,1.65,1.43,3.88,2.21,2.12,1.40,3.75,0.55,2.55,,
July,1.84,0.55,3.35,3.50,1.13,5.25,4.00,2.00,1.95,2.55,,
August,3.78,3.46,0.93,3.09,0.93,3.90,3.70,4.10,1.65,3.05,,
September,3.47,2.00,3.30,2.48,1.83,2.50,3.35,5.30,0.13,2.75,,
October,1.03,3.49,3.80,2.59,3.65,1.45,1.90,3.15,3.18,7.90,,
November,8.92,3.31,1.72,5.08,1.78,0.74,3.30,2.06,4.23,5.50,,
December,2.98,2.80,0.72,2.50,2.72,4.73,2.40,3.62,5.90,3.20,,
Total,43.49,26.37,23.17,31.11,24.13,27.44,29.14,34.76,27.31,37.50,,
Calc annual,43.49,26.37,23.17,31.11,24.13,27.44,29.14,34.76,27.31,37.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
