"BOLTON (EAGLEY)",,,,,,,,,,,,
Grid ref,SD703148,Long,-2.450570,Lat,53.628880,,,,,,,
Station no,2872,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.25,5.74,2.86,5.80,3.60,7.41,4.10,5.09,3.70,8.28,,
February,3.93,2.34,1.98,4.37,3.17,1.38,3.78,9.68,1.00,4.20,,
March,5.87,3.17,3.16,3.76,2.31,2.23,4.47,2.80,2.40,1.71,,
April,2.91,4.47,3.96,1.20,3.99,3.68,0.99,2.13,4.27,3.42,,
May,2.72,3.04,3.01,3.16,5.42,2.36,2.60,5.68,1.55,2.98,,
June,1.53,5.28,3.09,5.09,4.11,3.36,3.07,4.93,3.04,1.65,,
July,3.60,3.62,7.14,10.31,1.40,8.03,8.66,4.79,6.07,10.56,,
August,5.72,6.14,6.40,7.93,1.87,15.33,8.65,6.22,0.58,6.46,,
September,3.86,5.94,5.86,6.68,5.81,4.78,10.56,5.52,0.45,4.19,,
October,1.09,6.04,2.42,10.62,3.45,4.35,8.79,5.91,6.26,5.85,,
November,9.79,3.82,6.63,8.78,3.05,2.25,2.76,2.60,6.16,9.44,,
December,11.68,6.03,2.63,9.55,7.28,5.63,6.76,5.40,10.25,6.77,,
Total,58.95,55.63,49.14,77.25,45.46,60.79,65.19,60.75,45.73,65.51,,
Calc annual,58.95,55.63,49.14,77.25,45.46,60.79,65.19,60.75,45.73,65.51,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
