"BLACKHEATH (HASSENDEAN ROAD)",,,,,,,,,,,,
Grid ref,TQ406774,Long,0.023237,Lat,51.478092,,,,,,,
Station no,17/0/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.95,1.21,2.38,3.44,1.26,1.69,,,,
February,,,1.64,2.26,1.55,0.26,2.63,2.28,,,,
March,,,0.52,1.93,1.01,1.03,0.83,1.49,,,,
April,,,2.26,0.33,0.29,1.22,0.27,1.49,,,,
May,,,1.60,2.13,4.18,0.67,1.09,2.65,,,,
June,,,1.26,2.86,2.20,2.55,0.72,3.42,,,,
July,,,3.96,2.70,0.09,3.20,3.79,0.78,,,,
August,,,1.63,3.49,0.89,3.40,2.15,2.46,,,,
September,,,2.41,1.95,2.62,2.14,2.50,4.78,,,,
October,,,4.21,1.66,3.45,1.14,1.78,,,,,
November,,,1.08,3.59,0.36,0.46,2.36,,,,,
December,,,0.68,1.30,1.56,2.85,1.70,,,,,
Total,,,22.20,25.41,20.58,22.36,21.08,,,,,
Calc annual,0.00,0.00,22.20,25.41,20.58,22.36,21.08,21.04,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
