"LOCH SEILICH (GAICK LODGE)",,,,,,,,,,,,
Grid ref,NN756848,Long,-4.046134,Lat,56.937706,,,,,,,
Station no,5692,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.95,4.65,6.55,4.45,2.84,5.40,10.40,8.55,4.80,3.15,,
February,3.05,3.90,1.95,3.89,3.92,4.28,6.75,3.64,1.86,3.75,,
March,1.32,3.60,1.38,3.93,4.90,3.47,5.10,3.60,5.47,2.22,,
April,6.30,3.15,2.92,2.35,1.50,2.45,2.16,2.11,4.96,5.89,,
May,1.90,4.55,4.75,3.61,2.78,4.41,2.15,4.69,3.13,2.21,,
June,3.47,2.95,2.32,2.65,1.45,5.20,2.00,2.31,2.92,2.84,,
July,3.40,1.55,4.90,2.79,0.83,5.68,5.00,5.23,5.48,3.98,,
August,8.15,2.65,3.90,2.56,1.19,5.46,6.36,5.25,2.66,6.06,,
September,2.15,3.16,3.98,7.05,3.76,6.55,3.35,5.38,0.89,3.36,,
October,1.35,7.20,4.08,8.55,4.80,4.85,4.56,5.43,7.65,3.03,,
November,8.00,3.20,6.48,12.50,2.66,5.25,1.97,1.36,7.05,6.61,,
December,7.19,3.55,7.64,9.20,11.60,11.85,7.87,5.57,10.01,1.85,,
Total,50.23,44.11,50.85,63.53,42.23,64.85,57.67,53.12,56.88,44.95,,
Calc annual,50.23,44.11,50.85,63.53,42.23,64.85,57.67,53.12,56.88,44.95,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
