"MASHAM MOOR (LEIGHTON RES.)",,,,,,,,,,,,
Grid ref,SE161790,Long,-1.754666,Lat,54.206495,,,,,,,
Station no,3412,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.41,2.96,0.73,3.02,2.93,5.21,3.98,3.91,3.86,5.90,,
February,4.41,0.55,3.10,3.38,2.57,2.41,3.67,6.69,0.16,4.74,,
March,4.67,2.00,0.50,2.47,2.55,1.53,1.89,2.94,2.36,3.14,,
April,2.16,1.61,3.11,0.63,0.82,2.16,0.31,1.01,4.06,1.77,,
May,8.13,1.88,2.59,4.89,3.07,0.59,1.58,5.48,1.08,1.48,,
June,1.08,1.11,4.01,2.30,2.33,2.99,1.52,3.81,1.53,0.89,,
July,1.20,1.13,3.28,2.20,0.96,5.59,3.90,3.16,1.71,4.68,,
August,5.29,3.46,3.29,6.30,1.67,7.63,6.48,3.52,0.87,2.87,,
September,1.59,4.61,2.76,3.06,1.56,4.55,3.98,3.20,0.16,3.79,,
October,1.67,4.31,2.14,6.39,2.06,2.01,3.67,2.77,3.98,7.91,,
November,9.82,2.07,2.70,7.17,2.80,0.77,2.39,0.88,5.55,6.13,,
December,5.27,2.95,1.92,3.79,5.36,4.33,4.12,5.44,8.04,4.89,,
Total,48.70,28.64,30.13,45.60,28.68,39.77,37.49,42.81,33.36,48.19,,
Calc annual,48.70,28.64,30.13,45.60,28.68,39.77,37.49,42.81,33.36,48.19,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
