"ROMSEY (STROUD SCHOOL)",,,,,,,,,,,,
Grid ref,SU380219,Long,-1.459898,Lat,50.995247,,,,,,,
Station no,653/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,4.61,,
August,,,,,,,,,,4.73,,
September,,,,,,,,,,4.88,,
October,,,,,,,,,,9.71,,
November,,,,,,,,,,5.04,,
December,,,,,,,,,,3.95,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
